acquired,anomalous_pixels,clear_confidence_percent,clear_percent,cloud_cover,cloud_percent,ground_control,gsd,heavy_haze_percent,instrument,item_type,light_haze_percent,pixel_resolution,provider,published,publishing_stage,quality_category,satellite_azimuth,satellite_id,shadow_percent,snow_ice_percent,strip_id,sun_azimuth,sun_elevation,updated,view_angle,visible_confidence_percent,visible_percent,id,date,hour_min_sec,Useful_Scene,
2023-03-26T15:18:12.61091Z,0,96,100,0,0,TRUE,3.5,0,PSB.SD,PSScene,0,3,planetscope,2023-03-26T23:13:37Z,finalized,standard,277.6,2262,0,0,6386736,136.4,46,2023-03-27T04:00:47Z,5.1,72,100,20230326_151812_61_2262,20230326,151812,N,
2023-03-26T15:18:16.69367Z,0,97,100,0,0,TRUE,3.5,0,PSB.SD,PSScene,0,3,planetscope,2023-03-26T23:14:31Z,finalized,standard,277.5,2262,0,0,6386736,136.1,46.2,2023-03-27T04:00:47Z,5.1,97,100,20230326_151816_69_2262,20230326,151816,N,
2023-03-30T14:49:02.204842Z,0,96,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-03-31T04:29:20Z,finalized,standard,116.3,2451,0,0,6395270,127.8,43.6,2023-04-02T05:57:37Z,0.7,96,100,20230330_144902_20_2451,20230330,144902,N,
2023-03-30T14:49:04.425115Z,0,95,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-03-31T04:28:54Z,finalized,standard,115.4,2451,0,0,6395270,127.7,43.7,2023-04-02T05:57:37Z,0.6,95,100,20230330_144904_42_2451,20230330,144904,N,
2023-03-30T15:00:06.566272Z,0,97,100,0,0,TRUE,4,0,PSB.SD,PSScene,0,3,planetscope,2023-03-30T23:08:54Z,finalized,standard,274.3,24b5,0,0,6395045,130.3,45,2023-04-03T03:37:06Z,1.8,73,100,20230330_150006_56_24b5,20230330,150006,N,
2023-03-30T15:00:08.898976Z,0,96,100,0,0,TRUE,4,0,PSB.SD,PSScene,0,3,planetscope,2023-03-30T23:08:05Z,finalized,standard,273.8,24b5,0,0,6395045,130.2,45.1,2023-04-03T03:37:06Z,1.8,96,100,20230330_150008_89_24b5,20230330,150008,N,
2023-04-02T14:54:06.517797Z,0,97,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-02T22:31:51Z,finalized,standard,268.5,241b,0,0,6403143,127.8,45.2,2023-04-03T04:07:53Z,0.9,69,100,20230402_145406_51_241b,20230402,145406,Y,
2023-04-02T14:57:41.816416Z,0,95,100,0,0,TRUE,4,0,PSB.SD,PSScene,0,3,planetscope,2023-04-02T22:42:44Z,finalized,standard,104.6,24c4,0,0,6403156,129.2,46.2,2023-04-06T23:38:39Z,1.8,88,100,20230402_145741_81_24c4,20230402,145741,N,
2023-04-03T14:59:32.039579Z,0,93,100,0,0,TRUE,4,0,PSB.SD,PSScene,0,3,planetscope,2023-04-03T23:15:18Z,finalized,standard,113.2,24cf,0,0,6405663,129.4,46.5,2023-04-04T04:17:44Z,0.9,64,100,20230403_145932_03_24cf,20230403,145932,N,
2023-04-03T14:59:34.394525Z,0,87,99,0,0,TRUE,4,0,PSB.SD,PSScene,1,3,planetscope,2023-04-03T23:15:30Z,finalized,standard,113.4,24cf,0,0,6405663,129.3,46.5,2023-04-04T04:17:46Z,0.9,62,100,20230403_145934_39_24cf,20230403,145934,N,
2023-04-05T15:01:37.352152Z,0,89,100,0,0,TRUE,4,0,PSB.SD,PSScene,0,3,planetscope,2023-04-05T22:38:52Z,finalized,standard,277.9,24b2,0,0,6410740,128.6,47.1,2023-04-06T06:53:17Z,4.6,62,100,20230405_150137_35_24b2,20230405,150137,N,
2023-04-10T15:00:16.450966Z,0,95,100,0,0,TRUE,4,0,PSB.SD,PSScene,0,3,planetscope,2023-04-11T04:09:53Z,finalized,standard,278.8,2415,0,0,6425163,127.4,48.8,2023-04-11T12:58:41Z,4.2,73,100,20230410_150016_45_2415,20230410,150016,N,
2023-04-10T15:00:18.779655Z,0,95,100,0,0,TRUE,4,0,PSB.SD,PSScene,0,3,planetscope,2023-04-11T06:08:08Z,finalized,standard,278.7,2415,0,0,6425163,127.2,48.8,2023-04-11T12:58:32Z,4.2,95,100,20230410_150018_77_2415,20230410,150018,N,
2023-04-10T15:34:15.180013Z,0,99,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-04-11T02:31:18Z,finalized,standard,277.7,247d,0,0,6424654,137.7,53.5,2023-04-17T05:47:48Z,5,79,100,20230410_153415_18_247d,20230410,153415,N,
2023-04-10T15:34:17.3702Z,0,99,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-04-11T02:30:18Z,finalized,standard,277.8,247d,0,0,6424654,137.5,53.6,2023-04-17T05:47:48Z,5,70,100,20230410_153417_37_247d,20230410,153417,N,
2023-04-11T15:29:00.716892Z,0,97,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-12T02:25:32Z,finalized,standard,101.4,249c,0,0,6427765,137.2,53.8,2023-04-13T10:52:08Z,4.1,76,100,20230411_152900_71_249c,20230411,152900,N,
2023-04-11T15:29:02.87202Z,0,96,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-12T02:25:33Z,finalized,standard,101.3,249c,0,0,6427765,137,53.9,2023-04-13T10:52:08Z,4.1,96,100,20230411_152902_87_249c,20230411,152902,Y,
2023-04-11T15:29:05.027203Z,0,97,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-12T02:25:35Z,finalized,test,101.3,249c,0,0,6427765,136.8,54,2023-04-13T10:52:08Z,4.1,97,100,20230411_152905_02_249c,20230411,152905,N,
2023-04-11T15:31:06.529631Z,0,99,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-11T22:42:58Z,finalized,standard,105.9,2486,0,0,6427496,137.3,53.8,2023-04-12T04:56:27Z,1.8,78,100,20230411_153106_52_2486,20230411,153106,N,
2023-04-11T15:31:08.717739Z,0,99,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-11T22:44:07Z,finalized,standard,105.5,2486,0,0,6427496,137.1,53.8,2023-04-12T04:56:27Z,1.9,77,100,20230411_153108_71_2486,20230411,153108,N,
2023-04-13T14:53:44.09531Z,0,98,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-04-14T04:08:48Z,finalized,standard,277.9,242b,0,0,6432254,124.2,48.4,2023-04-14T09:58:28Z,5,79,100,20230413_145344_09_242b,20230413,145344,N,
2023-04-13T14:53:46.260407Z,0,99,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-04-14T04:10:32Z,finalized,standard,277.8,242b,0,0,6432254,124,48.4,2023-04-14T09:58:03Z,5,74,100,20230413_145346_26_242b,20230413,145346,N,
2023-04-13T15:31:19.489499Z,0,98,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-14T01:10:20Z,finalized,standard,109.9,2477,0,0,6432637,137,54.6,2023-04-14T10:28:32Z,0.8,75,100,20230413_153119_48_2477,20230413,153119,N,
2023-04-13T15:31:21.677885Z,0,97,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-14T02:46:43Z,finalized,standard,109.7,2477,0,0,6432637,136.9,54.6,2023-04-14T10:28:32Z,0.8,97,100,20230413_153121_67_2477,20230413,153121,Y,
2023-04-13T15:31:23.866271Z,0,97,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-14T01:09:56Z,finalized,standard,108.8,2477,0,0,6432637,136.7,54.7,2023-04-14T10:28:32Z,0.8,97,100,20230413_153123_86_2477,20230413,153123,N,
2023-04-16T14:51:54.91005Z,0,98,99,0,0,TRUE,3.7,0,PSB.SD,PSScene,1,3,planetscope,2023-04-16T17:39:15Z,finalized,standard,134.5,2420,0,0,6439007,123.5,49.4,2023-04-17T04:06:15Z,0.2,64,100,20230416_145154_91_2420,20230416,145154,N,
2023-04-16T14:51:57.103824Z,0,98,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-16T17:37:56Z,finalized,standard,135.7,2420,0,0,6439007,123.3,49.5,2023-04-17T04:06:06Z,0.2,98,100,20230416_145157_10_2420,20230416,145157,N,
2023-04-16T14:51:59.297598Z,0,99,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-16T17:37:41Z,finalized,standard,135,2420,0,0,6439007,123.2,49.5,2023-04-17T04:05:57Z,0.2,99,100,20230416_145159_29_2420,20230416,145159,N,
2023-04-16T15:20:53.486225Z,0,98,100,0,0,TRUE,3.5,0,PSB.SD,PSScene,0,3,planetscope,2023-04-17T01:09:06Z,finalized,standard,150.9,2276,0,0,6439557,132.6,54.1,2023-04-17T08:34:11Z,0.4,98,100,20230416_152053_48_2276,20230416,152053,N,
2023-04-16T15:20:55.521664Z,0,97,100,0,0,TRUE,3.5,0,PSB.SD,PSScene,0,3,planetscope,2023-04-17T01:08:53Z,finalized,standard,150.8,2276,0,0,6439557,132.4,54.1,2023-04-17T08:34:12Z,0.4,97,100,20230416_152055_52_2276,20230416,152055,Y,
2023-04-16T15:20:57.557103Z,0,97,100,0,0,TRUE,3.5,0,PSB.SD,PSScene,0,3,planetscope,2023-04-17T01:10:57Z,finalized,standard,151.5,2276,0,0,6439557,132.2,54.2,2023-04-17T08:34:12Z,0.4,97,100,20230416_152057_55_2276,20230416,152057,N,
2023-04-18T15:20:27.204262Z,0,95,100,0,0,TRUE,3.5,0,PSB.SD,PSScene,0,3,planetscope,2023-04-18T22:45:52Z,finalized,standard,276.2,2251,0,0,6444160,131.7,54.6,2023-04-24T04:21:43Z,2.9,95,100,20230418_152027_20_2251,20230418,152027,N,
2023-04-18T15:20:29.239041Z,0,95,100,0,0,TRUE,3.5,0,PSB.SD,PSScene,0,3,planetscope,2023-04-19T00:28:13Z,finalized,standard,276.4,2251,0,0,6444160,131.5,54.6,2023-04-24T04:21:43Z,2.9,95,100,20230418_152029_23_2251,20230418,152029,N,
2023-04-19T15:29:15.118238Z,0,97,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-04-20T01:19:56Z,finalized,standard,100.8,249c,0,0,6446257,135,56.5,2023-04-20T06:01:49Z,5,97,100,20230419_152915_11_249c,20230419,152915,N,
2023-04-19T15:29:17.279934Z,0,97,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-04-20T01:19:55Z,finalized,standard,100.7,249c,0,0,6446257,134.8,56.6,2023-04-20T06:01:49Z,5,74,100,20230419_152917_27_249c,20230419,152917,N,
2023-04-21T14:56:20.262981Z,0,98,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-21T20:23:52Z,finalized,standard,272.4,2427,0,0,6450558,123.1,51.6,2023-04-22T04:55:45Z,1.5,98,100,20230421_145620_26_2427,20230421,145620,N,
2023-04-21T14:56:22.40302Z,0,97,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-21T20:23:25Z,finalized,standard,272.5,2427,0,0,6450558,122.9,51.6,2023-04-22T04:55:46Z,1.5,97,100,20230421_145622_40_2427,20230421,145622,N,
2023-04-21T14:56:24.543059Z,0,98,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-21T20:31:43Z,finalized,standard,272.5,2427,0,0,6450558,122.7,51.7,2023-04-22T04:55:46Z,1.5,98,100,20230421_145624_54_2427,20230421,145624,N,
2023-04-21T14:58:37.722953Z,0,97,100,0,0,TRUE,3.9,0,PSB.SD,PSScene,0,3,planetscope,2023-04-21T21:16:37Z,finalized,standard,102.2,24c4,0,0,6450627,123.9,52.3,2023-05-23T15:19:05Z,3.7,97,100,20230421_145837_72_24c4,20230421,145837,N,
2023-04-21T14:58:39.97506Z,0,97,100,0,0,TRUE,3.9,0,PSB.SD,PSScene,0,3,planetscope,2023-04-21T21:15:18Z,finalized,standard,102.3,24c4,0,0,6450627,123.7,52.3,2023-05-23T15:19:05Z,3.7,97,100,20230421_145839_97_24c4,20230421,145839,N,
2023-04-23T14:48:54.241267Z,0,96,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-04-25T07:04:13Z,finalized,standard,101.1,2447,0,0,6455730,121.1,51.4,2023-04-25T16:25:03Z,4.9,74,100,20230423_144854_24_2447,20230423,144854,N,
2023-04-23T14:48:56.379678Z,0,95,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-04-25T07:55:27Z,finalized,standard,101,2447,0,0,6455730,120.9,51.5,2023-04-25T16:25:03Z,4.9,95,100,20230423_144856_37_2447,20230423,144856,N,
2023-04-25T15:31:26.900001Z,0,93,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-04-26T06:45:21Z,finalized,standard,104.7,247b,0,0,6460918,133.6,58.6,2023-04-26T14:28:01Z,1.5,76,100,20230425_153126_90_247b,20230425,153126,N,
2023-05-05T14:53:06.421041Z,0,93,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-05-06T06:38:11Z,finalized,standard,277.7,242b,0,0,6486234,117.1,54.3,2023-05-07T06:02:42Z,5,79,100,20230505_145306_42_242b,20230505,145306,N,
2023-05-10T14:53:44.49728Z,0,83,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-05-11T00:01:13Z,finalized,test,101.6,245c,0,0,6498122,116.8,56,2023-05-12T03:57:07Z,3.7,67,100,20230510_145344_49_245c,20230510,145344,N,
2023-05-10T14:53:46.639562Z,0,86,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-05-11T02:26:05Z,finalized,standard,101.5,245c,0,0,6498122,116.5,56.1,2023-05-12T03:57:08Z,3.7,68,100,20230510_145346_63_245c,20230510,145346,N,
2023-05-10T14:53:48.781844Z,0,91,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-05-11T00:02:25Z,finalized,standard,101.3,245c,0,0,6498122,116.3,56.1,2023-05-12T03:57:08Z,3.7,91,100,20230510_145348_78_245c,20230510,145348,N,
2023-05-14T15:29:37.075095Z,0,97,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-05-14T20:53:08Z,finalized,standard,101.1,24a4,0,0,6507853,127.1,62.9,2023-05-15T03:56:12Z,4.7,97,100,20230514_152937_07_24a4,20230514,152937,Y,Already Downloaded
2023-05-14T15:29:39.287455Z,0,96,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-05-14T23:13:29Z,finalized,standard,101,24a4,0,0,6507853,126.9,62.9,2023-05-15T03:56:12Z,4.7,96,100,20230514_152939_28_24a4,20230514,152939,Y,Already Downloaded
2023-05-22T14:58:06.743282Z,0,88,100,0,0,TRUE,3.9,0,PSB.SD,PSScene,0,3,planetscope,2023-05-22T20:50:55Z,finalized,standard,101.1,24cf,0,0,6526351,113.9,58.6,2023-05-23T04:19:32Z,5,68,100,20230522_145806_74_24cf,20230522,145806,N,
2023-05-22T14:58:09.039523Z,0,90,100,0,0,TRUE,3.9,0,PSB.SD,PSScene,0,3,planetscope,2023-05-23T03:02:20Z,finalized,standard,101.2,24cf,0,0,6526351,113.7,58.6,2023-05-23T09:58:42Z,5,70,100,20230522_145809_03_24cf,20230522,145809,N,
2023-05-22T14:59:32.454524Z,0,91,100,0,0,TRUE,3.9,0,PSB.SD,PSScene,0,3,planetscope,2023-05-23T00:20:29Z,finalized,standard,111.1,24c5,0,0,6526636,114,58.5,2023-05-23T10:05:34Z,0.8,91,100,20230522_145932_45_24c5,20230522,145932,N,
2023-05-22T14:59:34.758241Z,0,92,100,0,0,TRUE,3.9,0,PSB.SD,PSScene,0,3,planetscope,2023-05-23T00:20:48Z,finalized,standard,111.3,24c5,0,0,6526636,113.7,58.6,2023-05-23T10:05:34Z,0.8,92,100,20230522_145934_75_24c5,20230522,145934,N,
2023-05-22T15:35:24.572145Z,0,89,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-05-22T23:14:24Z,finalized,standard,278.1,2478,0,0,6526474,125.2,64.2,2023-05-23T03:59:41Z,5.1,89,100,20230522_153524_57_2478,20230522,153524,N,
2023-05-22T15:35:26.741709Z,0,87,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-05-22T23:11:36Z,finalized,standard,278,2478,0,0,6526474,124.9,64.3,2023-05-23T03:59:41Z,5.1,87,100,20230522_153526_74_2478,20230522,153526,N,
2023-06-06T14:52:05.73648Z,0,69,93,0,0,TRUE,3.6,0,PSB.SD,PSScene,7,3,planetscope,2023-06-07T02:52:49Z,finalized,standard,274.8,2460,0,0,6560415,107.9,58,2023-06-08T06:11:01Z,2.1,58,100,20230606_145205_73_2460,20230606,145205,N,
2023-06-09T14:52:15.76821Z,0,74,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-06-10T00:42:18Z,finalized,standard,274.7,242b,0,0,6566869,107.6,58.2,2023-06-12T03:25:43Z,1.9,62,100,20230609_145215_76_242b,20230609,145215,N,
2023-06-09T14:52:17.867443Z,0,74,100,0,0,TRUE,3.6,0,PSB.SD,PSScene,0,3,planetscope,2023-06-10T00:44:00Z,finalized,standard,274.5,242b,0,0,6566869,107.3,58.2,2023-06-12T03:25:43Z,1.9,62,100,20230609_145217_86_242b,20230609,145217,N,
2023-06-09T14:52:19.96662Z,0,75,100,0,0,TRUE,3.6,0,PSB.SD,PSScene,0,3,planetscope,2023-06-10T00:43:24Z,finalized,standard,274.5,242b,0,0,6566869,107.1,58.2,2023-06-12T03:25:43Z,1.9,62,100,20230609_145219_96_242b,20230609,145219,N,
2023-06-10T14:57:10.248651Z,0,95,100,0,0,TRUE,4,0,PSB.SD,PSScene,0,3,planetscope,2023-06-11T00:31:56Z,finalized,standard,102.1,24bb,0,0,6569537,109,59.6,2023-06-11T04:30:08Z,3.5,95,100,20230610_145710_24_24bb,20230610,145710,N,
2023-06-10T15:24:21.676491Z,0,95,100,0,0,TRUE,3.4,0,PSB.SD,PSScene,0,3,planetscope,2023-06-10T22:56:46Z,finalized,standard,102.1,2251,0,0,6569301,116.5,64.2,2023-06-12T03:15:06Z,3.4,95,100,20230610_152421_67_2251,20230610,152421,N,
2023-06-10T15:24:23.514307Z,0,95,100,0,0,TRUE,3.4,0,PSB.SD,PSScene,0,3,planetscope,2023-06-10T21:00:55Z,finalized,standard,102,2251,0,0,6569301,116.3,64.2,2023-06-12T03:15:06Z,3.3,83,100,20230610_152423_51_2251,20230610,152423,N,
2023-06-13T14:51:07.43705Z,0,94,100,0,0,TRUE,3.6,0,PSB.SD,PSScene,0,3,planetscope,2023-06-13T21:26:19Z,finalized,standard,110.3,2455,0,0,6575829,106.8,58.2,2023-06-14T07:57:38Z,0.9,73,100,20230613_145107_43_2455,20230613,145107,N,
2023-06-13T14:51:09.53225Z,0,94,100,0,0,TRUE,3.6,0,PSB.SD,PSScene,0,3,planetscope,2023-06-14T00:18:19Z,finalized,standard,110.6,2455,0,0,6575829,106.6,58.2,2023-06-14T07:57:38Z,0.9,94,100,20230613_145109_53_2455,20230613,145109,N,
2023-06-14T15:01:13.784876Z,0,95,100,0,0,TRUE,4,0,PSB.SD,PSScene,0,3,planetscope,2023-06-15T01:01:57Z,finalized,standard,276,24cf,0,0,6578405,108.6,59.7,2023-06-19T06:55:18Z,2.7,95,100,20230614_150113_78_24cf,20230614,150113,Y,
2023-06-15T14:54:45.15344Z,0,90,98,0,0,TRUE,3.7,0,PSB.SD,PSScene,1,3,planetscope,2023-06-15T22:48:05Z,finalized,standard,101.1,2440,0,0,6580475,107.7,59,2023-06-16T04:19:27Z,5,66,100,20230615_145445_15_2440,20230615,145445,N,
2023-06-15T14:54:47.236654Z,0,91,99,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-06-15T22:47:08Z,finalized,standard,101.1,2440,0,0,6580475,107.4,59,2023-06-16T04:20:46Z,5,60,100,20230615_145447_23_2440,20230615,145447,N,
2023-06-15T14:54:49.319923Z,0,93,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-06-15T22:48:51Z,finalized,standard,101.1,2440,0,0,6580475,107.2,59,2023-06-16T04:19:18Z,5,93,100,20230615_145449_31_2440,20230615,145449,N,
2023-06-15T15:36:21.524717Z,0,88,97,0,0,TRUE,3.8,0,PSB.SD,PSScene,2,3,planetscope,2023-06-15T19:40:41Z,finalized,standard,101,241c,0,0,6580372,120.1,66.4,2023-06-16T04:15:20Z,4.2,71,100,20230615_153621_52_241c,20230615,153621,N,
2023-06-15T15:36:23.670548Z,0,90,100,0,0,TRUE,3.8,0,PSB.SD,PSScene,0,3,planetscope,2023-06-15T19:41:33Z,finalized,standard,101,241c,0,0,6580372,119.8,66.5,2023-06-16T04:15:20Z,4.2,79,100,20230615_153623_67_241c,20230615,153623,N,
2023-06-18T15:30:58.422343Z,0,85,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-06-19T01:01:07Z,finalized,standard,102,248b,0,0,6587687,117.6,65.7,2023-06-19T05:56:52Z,3.6,74,100,20230618_153058_42_248b,20230618,153058,N,
2023-06-27T14:56:34.298152Z,0,90,100,0,0,TRUE,3.6,0,PSB.SD,PSScene,0,3,planetscope,2023-06-28T00:33:19Z,finalized,standard,271.3,2429,0,0,6607718,107,58.5,2023-06-28T04:20:34Z,1.4,66,100,20230627_145634_29_2429,20230627,145634,N,
2023-06-27T14:56:36.404836Z,0,90,100,0,0,TRUE,3.7,0,PSB.SD,PSScene,0,3,planetscope,2023-06-28T00:33:45Z,finalized,standard,271.2,2429,0,0,6607718,106.8,58.6,2023-06-28T04:20:34Z,1.4,90,100,20230627_145636_40_2429,20230627,145636,N,
2023-06-27T15:00:02.277325Z,0,96,100,0,0,TRUE,4,0,PSB.SD,PSScene,0,3,planetscope,2023-06-28T00:10:49Z,finalized,standard,104.6,24bb,0,0,6607960,107.8,59.1,2023-06-28T06:20:04Z,1.8,96,100,20230627_150002_27_24bb,20230627,150002,N,
